Tweets	partition	Topics
rt ft wave reported coast	train	3
sharif thanks modi flood help offer army evacuates j amp k	train	7
thought prayer going resident kathmandu affected quake nepal today	train	11
stuck sam admit beginning questioning sanity time let u enjoy	train	9
dam dam pakistan expert ponder flood strategy	dev	7
mexico baja peninsula slammed hurricane odile hotel damage reported meeting amp convention	train	4
rt gov release close photo island created deadly quake	train	0
seems people spreading preventive measure ebola whether logical ebola airborne disease	train	9
rt magnitude quake strike coast alert damage home reported	train	0
rt typhoon trigger massive evacuation	train	8
rt today center disease control prevention issue highest level alert ebola	test	9
daunting photo flooding northeast india stretch far eye see	dev	5
rt canada announces million emergency relief programme russia sent rescue team land later today	train	11
one bbc news fb post last weekend nb page k fan nepal million india	train	11
que bueno que hubo pero la alarma esta de miedo yo hubiera muerto tsunami en antofagasta via	train	2
rt make landfall w fierce wind rattling evacuee	dev	8
major disruption power supply service baja california due hurricane sjd amp lad airport extensive damage	train	4
rt steadfastly stated past africa disease	train	9
rt rest tonight remember affected esp vulnerable child family	test	8
cyclone devastates vanuatu sydney march one pacific ocean powerful ever storm devastated	train	10
rt pak also owes nepal whole world dare raise flag rescue mission	train	11
rt cristina ofrece ayuda chile por el terremoto si alguien le dice que formosa e chile quizas dejan de morir	train	2
tsunami advisoty issued japan result earthquake chile japan issued tsunami warning much	train	3
hey msm flash flood gya ladhak guy even know	train	5
rt surprise tea party worried supposed federal tyranny beloved local gov suited take fie	train	5
rt usa news hot news earthquake strong earthquake shake bay area california	train	1
rt please send force fan chile affected earthquake thank love	train	3
obscure biotech firm hurry ebola treatment experimental medicine made mapp biopharma	train	9
path hurricane odile destruction seen instagram via	train	4
kashmir top cricketer say trapped flood day	test	7
earthquake amp tsunami alert utc region offshore tarapaca chile ml depth km	train	3
new newsfeed twitter taking shape committed ecological aspect disease stopping source	test	9
earthquake jolt sindh balochistan tremor felt karachi awaraan well	test	0
massive read causing widespread warning prayer continent country	train	3
dicen amigo desde alla que el terremoto en chile fue al norte del pais en santiago segun hay muertos	dev	2
rt en necesitamos de tu ayuda en lo puedes hacer aca	train	2
chile mira el heroico rescate de un perro tras el terremoto video	train	2
magnitude mi alpine ca united state	train	0
rt tiroteo en base militar de fort hood en texas deja un muerto heridos	train	2
rt breaking news powerful rock tremor uae	train	0
one way help odile victim click link article	train	4
rt oh hahahahahaah xd	train	0
worrying climate changing month back season hot atmosphere flood	train	7
rt peru deadly earthquake odile cost mexican insurer rmn monday	train	4
rt man love mom always willing help keep philippine prayer	train	8
rt breaking report govt confirms prisoner believed escaped jail	train	3
rt death sentence early treatment mean much better chance survival	test	9
patient quarantined ebola like symptom via	train	9
flood toll rise shower decline north press trust india	dev	5
rt oh allah forgiving amp love forgive forgive usf	train	11
gobierno chileno inicia reparto masivo de ayuda por terremoto en el norte santiago de chile el gobierno chi	dev	2
california usa richmond napa damaged hurt northern california quake sfgate nicoleew	train	1
rt vote rename typhoon one big polluter gt gt gt	test	8
omar abdullah order doubling ration flood hit state jammu kashmir chief minister omar abdullah h	dev	7
rt good news family find shelter brace typhoon	train	8
follow testing patient negative cov symptom considered fully recovered amp threat public	train	6
scale scared concerning ebola virus	train	9
please pray philippine really strong typhoon coming worried	train	8
storm alert tropical storm polo threatens mexico following hurricane odiles destruction	dev	4
rt baby born area hospital second quake hit california	train	1
icymi health worker treated mers patient report flu like symptom	train	6
rt aid worker scramble help cyclone pam victim vanuatu	test	10
rt hope everyone chile stay safe okay surrounding country watch tsunami alert	train	3
magnitude aftershock registered kathmandu region nepal largest aftershock recorded since saturday earthquake	train	11
rt give tcpi emergency relief fund go victim	train	11
bureau investigative journalism launch major project naming dead	train	0
people reported killed flood landslide following torrential rain nepal north india	train	5
via guarding disease among pilgrim mecca	train	6
many dead nepal india flood real talk	train	5
rt ejercito entrega de sus propias raciones ya que entrega ayuda en http	train	2
middle east respiratory syndrome mers symptom coronavirus spread latin post	train	6
saudi arabia find another mers case disease spread told upcoming epidemic china	train	6
indiana good still thought lol like flood wtf	train	5
una maravillosa energia proviene cuando se ayuda alguien	dev	2
hagupit enter par hour shoooo go away visa	train	8
rt country w transmission intl travel contact case unless travel part appropriate medical ev	train	9
displaced killed eastern india flood enca displaced killed	train	5
rt dr lisa basso sp mode transmission wholly known proximity infected person risk factor	train	9
new post flood kill hundred india pakistan	train	7
san francisco bay area shaken magnitude earthquake injured building damaged	train	1
rt many kathmandu iconic building lost earthquake rocked nepal	train	11
one day wake ease happiness today day	train	5
send emergency relief supply cyclone hit vanuatu	dev	10
envia sus oraciones al pueblo de via	train	2
flood relief camp atthagarh green thinker india team awesome feeling feeling relaxed	train	5
inscrip abierta cursos adm de consorcios info cursos	train	2
rt soon relief operation complete another battle would rehabilitate flood affected kashmir let u pre	train	7
rt indian relief aircraft leaf nepal hindon airbase ani	test	11
rt unhealthy unhealthy put arm	train	5
rt prayer amp thought victim tragedy	dev	0
scene quake overwhelms nepal voice america	train	11
read many dead nepal india flood least people reported killed flood	train	5
rt napa wine community unbowed massive earthquake valley resident vintner ass damage clean ht	train	1
new novation clinical resource guide provides education effective prevention protection	train	9
rt update pm dec center tropical storm ruby located km south southeast	dev	8
dog spent cyclone pam amp live every day pls sign end life chaining	train	10
guess first time philippine ever hit typhoon damned suv	test	8
path hurricane odile destruction seen instagram hurricane odile	train	4
affected recent flood odisha death toll reaching	train	5
rt ever wondered social network spread disease like flu go together check	dev	6
rt please spare anything yet nzrc pacific disaster fund unicef	dev	10
rt came feed yesterday afternoon mt arica un tsunami un terremoto gracia	train	3
rt help reach child donate support appeal	train	11
afectados por terremoto en chile protestan por falta de ayuda santiago de chile	test	2
mers mystery disease detective search infected traveler disease detective going th	test	6
rt hasta el momento la e el unico centro de acopio de valparaiso para ayuda damnificados del terremoto	train	2
oh ya forgot mention chile danger sequel earthquake probably richter scale could happen time	dev	3
nepal quake survivor draw support apple google facebook others	train	11
india responsible flood pakistan say hafiz saeed	train	7
rt unesco heritage landmark amp maju deval dharahara tower	train	11
rt launch appeal help support donate	train	11
new york hospital patient test negative ebola new york patient gastrointestinal symptom	train	9
en falla la electricidad hacen cola por agua potable similar excepto que alla hubo un terremoto	train	2
rt photo shared show damaged road used skateboarder california earthquake	dev	1
laugh cry love live	train	3
nastiest x factor judge response ever gt gt timeline kill	dev	10
rt flood fury north india dozen killed lakh affected heavy monsoon rain created flood havoc four	dev	5
say te amo con todo mi corazon lt	train	3
rt strike texas nurse test positive fatal disease story	train	9
rt kashmir flood bollywood celebrity hope pray send message	train	7
rt thought victim affected earthquake nepal tragic news	train	11
rt saudi arabia find another mers case disease spread	train	6
eudrylantiqua n california earthquake damage could reach b northern california eudrylantiqua	dev	1
rt burla ayuda entra al edificio de la intendencia lugares de	train	2
know symptom ebola include fever vomiting diarrhea bleeding	train	9
chief defends kashmir flood response top official indian administered kashmir def thedailypr	train	7
social mobilization public education critical community must understand importance prevention patient care	train	9
local commander killed clash svia	train	0
rt image capture destruction left behind chile powerful earthquake	train	3
sign go others warning mers virus think know	train	6
rt love parent busy growing often forget also growing old	train	5
habitantes de norte chileno pierden la calma por lenta ayuda tras terremoto santiago de chile la ca	train	2
rt four suspected case spain test negative disease	train	9
rt nepal urgently appeal body bag tent amp water death toll top via http	test	11
rt usa dozen injured critically strong earthquake california usa cnn	train	1
southern alaska september gmt	train	0
kool aid amp top ramen diet growing amp still day honest	train	5
recent college grad evan kilkus help recovery w drone survey damage	train	1
score killed flooding nepal india home	train	5
rt chile sufrio un terremoto de grados el saldo de muertos fue nada ma hablame de preparacion cuando aca mueren ahoga	train	2
woman treated ebola like symptom sir charles gairdner hospital	dev	9
good disaster preparedness among reason typhoon hagupit unlikely significant impact economic growth	train	8
lrt keep thinking ebola mysterious disease u happens serum disease death rate hmmmm	train	9
rt imp flood rescue relief form please fill necessary detail	test	7
nice chilly early morning recovery ride one week ago racing warm e keeping warm	dev	9
dtn asia looking dad flooded kashmir one woman search online father stuck flood	train	7
rt standard contact amp airborne infection prevention precaution recommeded	train	6
techbytes tech giant lend hand nepal earthquake disaster abc news	train	11
que inservible siento acostada sin poder ayudar esa gente afectada toda la fuerzas desde magallanes	train	2
la ayuda se detiene en recolectan herramientas para la reconstruccion tras el terremoto	train	2
rt updated saturday downgraded super typhoon typhoon jtwc	train	8
kashmir flood india pm narendra modi refuse united nation assistance place life danger	train	7
rt picture damage hurricane odile many hotel amp resort cabo san lucas sustained serious damage	train	4
india odisha flood rapid joint need assessment report source sphere india country india executive sum	train	5
flood warning india pakistan	dev	7
rt flood thousand people still stranded hundred thousand homeless result heavy rain	train	7
rescue team reach cyclone stricken vanuatu island official toll lowered reuters	train	10
rt see cutaway video super typhoon hagupit	train	8
rt cm confirms killed saturday	train	0
rt yoga nepal fundraiser tag team yoga teacher croyde beach donation nepal bank holiday monday	dev	11
rt rt causing serious damage baja peninsula latest warning area	test	4
rt aseguran que hay ciudadanos argentinos entre la victimas del terremoto en chile	train	2
rt pic prayer held th september lal qila ground azizabad	train	0
rt take moment support affected amp landslide amp help click info ht	train	7
rt patron chief express deep grief sorrow loss precious life htt	train	0
india odisha flood situation report	dev	5
rt texas usa mcallen breaking news earthquake northern california brace aftershoc	train	1
rt going hitting brighton today hit rt going seeing lab lab hq	train	0
rt ttw today news cyclone warning wa pilbara port anchorage cleared	train	10
nepal earthquake prevent thousand death sichuan earthquake taught u managing	train	11
pakistan quake region struck	train	0
collating information anyone know relief center one donate	train	8
rt client lydia ko donate prize money week event nepal earthquake victim	train	11
guess ill put hair fuck humidity	train	5
rt pour amount rain mm ondoy ruby hr ondoy hr	train	8
rt center disease control confirms first case deadly mers virus yeah	train	6
unicef aid nepal need move faster	train	11
rt time lapse image magnitude released	train	3
may one true god go many name bless people nepal	train	11
rt pakistan earthquake island belching poisonous gas day old already gas	train	0
initial emergency food assistance reported reached close people	train	10
rt video michelle bachelet compromete ayuda para pescadores afectados	test	2
safe stay safe	train	8
rt cm kp pervaiz khatak presented r mln cheque army chief flood victim	train	7
goodnight forget pray hawaii amp people affected chile earthquake	train	3
earthquake california bay area strongest since loma prieta see	train	1
death toll balochistan earthquake hit casualty feared	train	0
people affected earthquake people affected votequake	train	3
okay earthquake california waaaay le scary fucking pig nobody died	test	1
rt atencion ayuda iquique cafe solidario manana miercoles ma info en facebook	train	2
deadly monsoon hit india nepal	test	5
picture damage rt los cabos airport hit bad	dev	4
world riot police intervene anger erupts among nepal quake survivor	train	11
devastating creates new island hindu	dev	0
rt waterproof sorry ph army got jam	train	8
rt whoa nurse may symptom day earlier thought took another commercial flight time htt	train	9
rt follow trend tomorrow pm pm feel free ask question ebola cc	dev	9
condolence people suffering due flood jammu kashmir wish always	train	7
meanwhile everyone know symptom low grade fever low grade fever symptom	train	9
video key question ask suspect	train	6
rt senior finance assistant permanent pa aat fully part qualified via	train	5
watch earthquake chile coast tsunami warning issued people evacua	dev	3
rt dios proteja chile con este gran temblor de estan en nuestras oraciones	train	2
rt earthquake california napa shaken bay area stirred like many r	train	1
rt earthquake km e panaoti nepal apr epicenter ago depth km	train	11
indonesian please becarefull country tsunami alert	train	3
thought continue go nepal info help visit nepalese association utah site	train	11
powerful earthquake kill chile santiago apr efe magnitude earthquake hit northern chile killing six people offi	train	3
reporta gobierno chileno muertos tras fuerte sismo ocurrido en la nacion sudamericana	train	2
rt tonight shedding light devastation caused amp relief effort	train	0
rt praying got hit cyclone pam	train	10
please tweet hastags kashmir flood related issue pas reach rght peopl	train	7
wind suddenly ramped going noisy night	train	10
reel deadly c rt	train	0
rt vanuatu government say school country closed least next week	train	10
rt let u pray chile let heart open	train	3
rt fed watch airline passenger ebola symptom kvvu la vega	train	9
chile cancel tsunami warning region appears escaped large casualty copper mine report major damage magnitu	train	3
rt vaccine treatment mers cov fight break chain transmissio	test	6
rt nepal pm sushil koirala intelligence chief apprised pakistan sending beef quake relief interna	train	11
patriot play itaky likesymptoms	train	9
napa look like quake strong earthquake rocked northern california early sunday morning	train	1
rt death toll nearing devastating flood continue india pakistan	dev	7
rt death toll reached still counting thousand injured million home le	test	0
keep tellin pick foot run lol jk jk least got hurt early season rather	train	5
keep safe friend family gisborne	train	10
bad damage cabo hope everyone ok supposed go vacation december	train	4
powerful earthquake rock northern chile say official santiago april powerful earthquake measur	train	3
rt advisory metro manila signal head masbate	train	8
solo quieren recuperar sus botes para volver trabajar	train	2
rt show potential early warning system read story grant early warning	train	1
deadly monsoon hit india nepal	train	5
rt kashmiri muslim deserve respect great indian people flood hate army support pakistan http	test	7
nepal government take serious legal action black market people people spreading rumor	train	11
photo make as shake	train	0
mashable path hurricane odile destruction seen instagram hurricane odile came ashore cab	train	4
hurricane odile slam mexico baja california hurricane odile leaf extensive damage hom	train	4
ojala que la gente en chile peru argentina lo demas esten bien con respeto al terremoto	train	2
rt trying regain composure watching kantipur tv live report hurt	train	11
rt jammu kashmir reel flood hurriyat leader nowhere seen	train	7
rt friend stranded cabo following feel completely helpless	train	4
please share yr cancelled due cyclone nathan info state team selection follow	train	10
mandaluyong mayor abalos announced suspension class tomorrow december level via twitter	train	8
rt tremor decreasing	train	11
plz help much earthquake victim	train	0
right nepal country living top mountain got release huge water flood death india	train	5
nepal government contributes billion pm relief fund	dev	11
rain fury north india killed uttar pradesh people killed around villag	test	5
everyone go watch give thumb x	train	5
rt safe working tirelessly handle relief flight take bow via	train	11
thought living stuck sad mess	train	4
rt usgs reporting magnitude earthquake chile coast km sw weaker last night much closer shore	train	3
rt salvation army responding napa earthquake salvation army	train	1
nepal earthquake operation maitri provides succor	train	11
rt tripura donates r crore flood hit jammu kashmir	train	7
mers mystery disease detective search infected traveler	train	6
en seis muertos evacuados	test	2
rt visited island village resident borongan assured govt help ht	train	8
rt mers patient enrolled treatment protocol include systematic monitoring isaric	train	6
sharifs failed develop flood preventive measure save home oppressed class	train	7
india pakistan leader lower cudgel flood ravage kashmir	dev	7
rt ruby mean r revenge unfinished b business yolanda oh nooo wag naman sana keep safe guy	train	8
rt death toll expctd reach injury reported	train	0
rt rise america stop obama bringing non american patient u treatment	train	9
rt postpones central teacher eligibility test ctet due flood	train	7
flood leave thousand trapped divided territory kashmir	test	7
enable local woman group step gender based violence prevention effort post cyclone pam	dev	10
rt relief fund used help country help	train	11
mt paf c transport aircraft dropped relief good earthquake affected awaran area	train	0
rt private sector discretion suspend work today lie company employer	train	8
rt new island pakistan coast via	train	0
cyclone ravaged farm capricorn coast elevated category c disaster site detail	train	10
rt monsoon flood causing havoc kashmir region still divided india pakistan	train	7
wonderful outpouring holy spirit today dear friend pastorluisrnegron suited	train	5
bbc news hurricane odile damage mexico baja california resort	test	4
rt california lucky damn earthquake school day	train	1
rt people home wiped newsbeat go wasting time hillary email	train	10
nuestra oraciones para nestros hermanos que dios los proteja bendiga	train	2
rt saudi arabia report new mers case die disease health ministry	train	6
rt tweet start praying chile	test	3
cyclone olwyn continues weaken tropical cyclone olwyn swept across carnarvon overnight expected	train	10
safety check amp person finder plz rt	train	11
new mexico get share tropical storm odile national weather service said severe weather tropica	dev	4
cyclone pam untangling complex science tropical storm climate change carbon brief	test	10
rt en compatriota muerto rolando pantoja romero deja do huerfanos	train	2
rt big picture earthquake remote pakistan	train	0
rt let u	train	3
rt typhoon please dear god survivor prayer	train	8
rt flood kill hundred pakistan kashmir	train	7
rt deadly mers cov virus threatens globally latest pandemic scare natural treatment protect	dev	6
french spiderman scale nepal	train	11
gobierno de chile confirma cinco muertos causa del terremoto	train	2
rt fellow malaysian need u wish donate please contact	train	11
almighty allah forgive u bow forgive u getting worse due turning flood channel driange system	train	7
rt lot prayer victim hope relief effort effective	dev	0
rt ebola epidemic begun need know fact terrifying disease http	train	9
rt people killed kathmandu powerful earthquake nepal ministry home affair say via	train	11
read earthquake chile thought go affected happened	train	3
rt typical california skating earthquake fault line	train	1
rt aid cruse bribe gov kill people large nation need take december	train	0
video billion dollar wine rocked california earthquake napa valley calif napa one n	train	1
rt jammu amp kashmir facing worst flood year death toll touch	dev	7
dtarting feel coming typhoon	dev	8
help cyclone devestated country vanuatu vi	dev	10
rt nepal earthquake death toll top	test	11
earthquake hundred dead need focus preventive measure late	train	0
travel advisory pg online need update vague amp generic message help maybe take note page	train	4
rt confused arrange medical team one	train	11
powerful earthquake rattle northern california sale	train	1
lt lt lt keep safe everyone	train	8
country move assist typhoon hit ph	train	8
rt para ayudar los afectados de cta cte bco estado cta cte	train	2
rt husband american patient watching sign disease	test	9
global help request flood uk financial watchdog london britain financial market regulator	train	5
rt typhoon glenda cnblue concert typhoon ruby bts concert typhoon philippine kpop fan	train	8
nice button fresh pair kick ready st	train	5
rt immediately vacation first couple spend night wine country california inspect possibl	dev	1
rt japanese team join rescue effort darbar square	train	11
see moment massive earthquake hit kathmandu aol feature	train	11
major damage cabo odile tropical storm polo formed come close cabo weekend	train	4
rt iquiquenos prenden barricadas en protesta por falta de ayuda tras terremoto	dev	2
rt indian girl soccer team trapped kathmandu talked ji embassy organizing immediate evacu	train	11
rt true hospital w racist agenda treatment duncan expa	train	9
rt gobierno de pinera envio solicitude facebook pidiendo informacion de usuarios	train	2
need advice expansionist white christian missionary like india amp nepal peaceful tolerant bcoz hindu	train	5
rt still abusing indian army arse deep flood water like uttarakhand kashmir	test	7
video flintshire man help cyclone victim flintshire teacher helping people island vanuatu rebui	train	10
rt stay safe everyone especially living laguna cavite batangas	train	8
rt watch share collaborated video help dispel myth spread promotes prevention	train	9
path hurricane odile destruction seen instagram hurr	train	4
rt chile earthquake video room shaking	train	3
napa earthquake er game ace capital corridor	train	1
stay safe guy rt typhoon still course philippine	dev	8
worst case scenario feared cyclone pam hit vanuatu tvnz	train	10
thanks pam giving best advice ever	train	10
people apparently faking get faster medical treatment	train	9
american desperately wait word nepal catastrophic earthquake weekend took power phone service	train	11
eight confirmed dead canadian news edition facebook	train	10
gym provide make sure take wit goin word enough wise prevention better cure	train	9
latest damaging earthquake california new york news	train	1
hundred thousand evacuated philippine typhoon hagupit nears unete	train	8
f wrong humanity	train	11
rt great question would much like answer seems camel	train	6
score killed flooding nepal india home	train	5
rt bloody hell warning issued southern wa howling wind reach carnarvon htt	test	10
hurricane downgraded tropical storm lot damage cabo san lucas	train	4
nepal quake toll cross many still feared trapped	dev	11
rt sad day nepal let u sympathy family lost love one pray f	test	11
pnp afp response team remove debris along street tacloban city via	train	8
earthquake greater mw nepal	train	11
anyone traveling middle east need careful disease	train	6
quakefactor offshore northern california monday september utcsu	train	0
rt trending india ist wrong abu bakr al baghdadi anurag thakur everest	test	11
environmental factor reason behind karan	train	7
sep bbc pakistani quake area struck	train	0
rt heavy heart cancel bdaybash prayer amp best wish cabo wabo family amp affected	test	4
rt hospital worker treating mers patient show virus like symptom	test	6
rt interim guidance monitoring movement person virus disease exposure cdc	train	9
rt update usgs upgrade major earthquake chile magnitude tsunami warning chile peru ecuador	dev	3
rt hope cyclone fan louisville thursday men game travel lexington friday watch cyclone woman play dayton	dev	10
rt pic prayer held pakka qila lal qila ground	test	0
rt survived rain wind still strong morning far everyone hope worse amp	train	8
dtn new zealand cyclone pam around region cyclone pam move south east expected bring heavy	train	10
rt uk raise	train	11
rt usa news hot news earthquake dozen injured critically strong earthquake califo	train	1
govt face flood demand bharat ratna via	train	5
rt old town kathmandu valley devastated time india time indiaold town kathmandu valley devasta	train	11
rt need help left devastaded day light service	train	4
rt sof still stranded indian administered worst flood half century	dev	7
hoosier share scary story surviving northern california earthquake eric levyindianapolis ind august	train	1
uk pm left everything one soldier died feared dead pm seen	test	0
rt typhoon forecast hit philippine refugee await help	train	8
rt attack stgo pon chile today	train	0
rt great question answer q u patient suspect mers family involved disagnosi	train	6
g latest update corr race deliver aid rainy season	dev	10
deadly notorious disease called ebola fever drive numenclature greek word called ebeles mean end world	train	9
cuando enviaran la ayuda para ya han pasado varios dia aun visto por tv que desde el sur de envien nada	train	2
rt resident reinforces roof home legazpi city via	train	8
rt chile navy say st tsunami wave reach chilean coastline following magnitude earthquake	train	3
rt grateful follower amp great supporter responding	train	11
rt way hell getting plane anywhere confined space spread disease	train	9
dswd sec soliman resident samar cooperate local authority amp contributing restoration work mapa	train	8
rt assures risk transmission air travel low urge caution cc ht	dev	9
still unprepared tremor hit day first killed hundred	dev	0
rt another earthquake ya allah khair	dev	0
massive flood jammu amp kashmir help goonj launched massive relief effor	train	7
rt rt hospital worker treating patient show virus like symptom	train	6
deeply sorry hear earthquake news may lord	train	3
mexico govt send military commercial plane help evac stranded tourist cabo la paz airport closed day	train	4
india odisha flood situation report	train	5
porque ayudar los que no traiciono hace ano prohibido olvidar la traicion la malvinas	dev	2
rt jklf chief yasin malik hijack rescue boat flood hit jammu kashmir	train	7
rt organization getting question download fact sheet amp add logo	train	6
learn story behind nepal earthquake relief fund help save life	train	11
reporter notebook grace hope found amid destruction nepal quake unete	train	11
question deadly middle eastern virus showed indiana	dev	6
rt center disease control prevention using sars playbook combat mers	train	6
rt conceivable say may cat near landfall philippine jtwc come around	train	8
rt wife flu made look symptom ebola	train	9
rsaf plane evacuate sporeans pr kathmandu todayonline	train	11
difundir anoche saquearon el asilo de afta robaron panales un grupo scout estara la en el netland school recibiendo ayudar	train	2
rt small foot reported location japan past hour chile quake advisory continues ht	train	3
laughed hard saw painted horrible pink gd hair black xdddddddd	train	3
rt many tragedy happen	train	3
gobierno de chile confirma cinco muertos causa del terremoto santiago de chile chile el gobie	train	2
rt pescadores de se quejan de falta de ayuda el de embarcaciones quedaron danadas	train	2
rt question vinson fiance quarantined	train	9
rt artisan used group loan buy material handcrafted product	train	3
rt dress code writes	train	0
heading news conference question health leader ab middle east respiratory syndrome	train	6
death confirmed magnitude earthquake hit chile	train	3
killed watch affected place gt gt	train	11
rt class feu makati also suspended tomorrow december stay safe tam	train	8
rt expensive wine seeping across cellar floor show napa valley biggest loser california quake	train	1
wind rain herald typhoon hagupit cnn andrew stevens report near tacloban philippine ou	train	8
rt aap mlas decided collectively donate r crore towards kashmir flood relief fund	dev	7
rt ma ayuda inmediata menos visitas coordinaciones	train	2
rt los cabos amp sheraton hacienda suffered damage guest ok info	dev	4
rt charity wing setup flood relief camp	test	7
flood water submerge part kashmir dead	train	7
good evening stay safe everyone	train	8
looting damage baja hurricane odile weakens newsweek	train	4
iniciando reunion de trabajo con ministra de desarrollo social para analizar estado de entrega de ayuda humanitaria en	train	2
usgs report km nw geyser california utc	train	0
rt german embassy hold concert support jammu kashmir flood victim	train	7
rt british national affected please contact	train	3
video california shaken earthquake	train	1
many dead nepal india flood via	train	5
green beret survive nepal earthquake assist relief effort sofrep	train	11
second case mers virus found florida cdc say center disease control belief	train	6
remnant hurricane odile phoenix braced missed u hit hard norbert though hope one hurt sd	train	4
rt rescue mission khaki best watan ki matti gawah rehna	train	7
new image strip help map damage	test	4
strong california quake cause injury damage	train	1
rt give earnings tax payer aap mlas donate r lakh kashmir flood relief th	train	7
rt cm s done tremendous job flood victim punjab person even come close tuq shud help	train	7
rejoicing co class suspended due typhoon must much blessed bean sized brain	train	8
two die storm lash philippine two people reportedly killed typhoon pounding philippin	train	8
rt en azapa tambuen sin electricidad en	train	2
deped ph list area class suspension announced anticipation ty	train	8
rt please help people cabo impacted hurricane	test	4
thanks hope mers mystery disease cure	train	6
lo del terremoto chile capaz que fue un karma por ayudar argentina el de abril por la malvinas	train	2
rt cargo plane fly village flooded last friday cyclone pam outskirt port	train	10
rt incubation period time exposure development symptom day ap news	dev	6
beyond devastated hear see damage cabo thought prayer	test	4
rt stand aftermath earthquake extend sympathy condolence family lost lov	train	3
rt obama spread direct contact bodily fluid patient showing symptom live update	train	9
rt cyclone olwyn cyclone olwyn weakens still threatens update west australia	train	10
dead jammu kashmir witness worst flood subscribe news like u	train	7
rt death toll great wake yet destroyed food amp water capability help needed	train	10
update canada allow emergency use tekmira ebola treatment	train	9
rt earthquake hearing immediate need water sanitation shelter amp medical oxfam aid stock hyderabad	train	0
rt florida show symptom deadly middle eastern virus two healthcare worker orlando area hospital	train	6
cher pray chile chile need help	train	3
path hurricane odile destruction seen instagram hurricane odile came asho	train	4
kill leave score marooned	train	5
long valley area california	train	0
heartful condolence got affected pls safe people fresh tremor felt	dev	11
rt altaf hussain urge current government pakistan something flood victim	test	7
path hurricane odile destruction seen instagram	train	4
rt update emergency office say landslide partially blocking road highway earthquake	train	3
breaking another major earthquake warning issued	train	3
volunteer flock napa lend quake victim helping hand	train	1
rt earthquake drought wildfire ravage california	train	1
rt t moving w nw kph expected exit par thursday morning december via	train	8
rt ji action always prove word mean nothing	train	11
northern alaska october gmt	train	0
rt nepal india flood leave many dead	train	5
rt indian government sending aid	train	11
rt la presidenta michelle bachellet llega la zona del terremoto fue de dejo muertos	train	2
rt typhoon ruby make first landfall dolores eastern samarpagasa	train	8
rt super typhoon heading	train	8
aid head vanuatu devastating pacific cyclone sydney reuters first shipment aid	dev	10
chile reporta muertos se fugan un lote de presos imagenes el terremoto de	train	2
rt pressure tuesday helped erupt mud volcano causing island formed	train	0
odisha farmer suffer huge crop loss flood	train	5
scramble reach quake victim inna lillah wa inna ilayhi rajioon ameen	train	0
blackmarketing corrupt govt scary situation nepal shameful people hanged death	train	11
wtf news said aftershock sunday another earthquake like wth ca fall ocean	train	1
rt police nepal reporting died v	train	11
rt question raised secrecy surrounding u ebola testing weighs	train	9
rt prayer people nepal detail doctor area	train	11
rt second u healthcare worker diagnosed w walk onto plane headed atlanta treatment	train	9
ericsson response ground support emergency rescue effort	train	11
network reach home f prayin family safety	dev	8
rt deploys disaster assistance response team dart nepal provides million emergency assistance	train	11
monsoon flood nepal india death maroon	train	5
rt ship pam jim office hard	train	10
rt husband took picture told could take picture damage	train	4
rt magnitude km ene l esperance rock new zealand	train	0
rt prayer killed across punjab due heavy rain fall flood	train	7
el terremoto en ha dejado muertos lo que pasa en imagenes	test	2
earthquake chile worried hope damage increase	train	3
yes rt b billion damage please support business amp buy wine	train	1
rt sarwar naqvi derfulnaqvi pm national flood relief fund established since zab power every year pe	train	7
california quake could put cork u wine industry	test	1
rt update pm today dec typhoon ruby located km east southeast catarman northern	test	8
balochistan awaran house damaged death countless injury medicine relief	test	0
rt jawbone report napa earthquake using user data show many people woke	train	1
rt human factor speed glacier melting	train	5
love gobierno de chile confirma cinco muertos causa del terremoto santiago de chile chile el go love	dev	2
middle east respiratory syndrome mers symptom seen two florida health worker contact infected patient another pe	train	6
pil supreme court immediate relief jammu kashmir flood victim daily news amp analysis	train	7
rt unapproved treatment know work significant number	train	9
cyclone pam done yet headed towards new zealand direct hit still gust mph	train	10
hope everyone safe disaster time rebuild prayer	train	4
cyclone pam vanuatu death toll hit people displaced	train	10
rt bisbee team helping support victim bisbee cabo relief fund bisbee	train	4
rt cnn obtains powerful image baby rescued least hour hit	test	11
fastcompany rt harrymccracken first person report nepal sandonet kathmandu	train	11
rt time let u forget also chile fight historic battle mammoth wildfire	train	3
expect aftershock one mag main shock big event eg	train	3
deadly market bombing pakistan age deadly market bombing pakistanthe agedeadly market b	train	0
rt woman show symptom infectious disease berlin ebola virus feared via	train	9
rt kermadec island new zealand magnitude mwp depth km	train	0
news yahoo raging flood kill pakistan india jhang pakistan ap raging monsoon flood swe	train	7
becos got expelled offense bt pray boko haram today pray chile magnitude earthquake joke	dev	3
michelle bachelet resalta comportamiento ejemplar de ciudadanos en iquique durante terremoto la mandataria	train	2
problem ramirez sac bunting dude second every time front brantley	train	5
earthquake trigger tsunami alert along pacific coastline euronews world news	train	3
rocket attack helicopter chairman ndma maj gen saeed aleem near mashkay casualty reported	train	0
rt pic send relief good earthquake victim	dev	0
magnitude quake hit nepal causing big damage injury get	test	11
infectious disease expert concerned mutating becoming airbornec	train	9
rt como si ellos no hubieran ayudado nosotros que te vengan ayudar los ingleses chilenos hijos de puta	train	2
